"FID","Genus_species","Persistence","Family","Genus","Repro_strategy","M_wing_color","z.temp.change","z.all.burned","z.high.burned","z.hist.temp","m.dark.score","z.per.obs"
1192,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.261768004,0.573189588540826,0.110555459861248,1.36700531844196,0,-1.28825994212691
1266,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",0.366198022,0.676092121518899,0.0163825752305498,1.7506039511738,1,-2.0523562660026
1267,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.447112562,1.09028126152206,1.30264062209203,1.15711262597678,1,-2.0523562660026
1268,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.671971609,0.808189626449943,1.22819605849081,1.13346753762631,0,-1.28825994212691
1268,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",1.671971609,0.808189626449943,1.22819605849081,1.13346753762631,0,-1.28825994212691
1269,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.883579186,0.13114882935428,-0.573958274986083,0.799697535734724,0,-2.0523562660026
1271,"Libellula_pulchella",1,"Libellulidae","Libellula","p","y",1.587008715,0.729289225229493,0.896622957936241,0.896562030719176,2,-1.28825994212691
1271,"Sympetrum_vicinum",0,"Libellulidae","Sympetrum","p","y",1.587008715,0.729289225229493,0.896622957936241,0.896562030719176,1,-1.28825994212691
1272,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.321827003,0.920366624469657,0.636308921658057,0.794975282292809,1,-2.0523562660026
1273,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.722429128,0.97370845665935,-0.835146336674042,1.11259858568713,1,-1.28825994212691
1273,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.722429128,0.97370845665935,-0.835146336674042,1.11259858568713,1,-1.28825994212691
1279,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.696769784,-0.0353687762985269,-0.843294745429883,1.13683582428917,2,-0.841292245720738
1279,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.696769784,-0.0353687762985269,-0.843294745429883,1.13683582428917,1,-0.841292245720738
1279,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",1.696769784,-0.0353687762985269,-0.843294745429883,1.13683582428917,0,-0.841292245720738
1280,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.657273139,-0.946253327212081,-0.692358223415354,1.03489386045472,2,-1.28825994212691
1280,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",1.657273139,-0.946253327212081,-0.692358223415354,1.03489386045472,2,-1.28825994212691
1282,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.797681733,-0.0477972166052276,0.095379712547692,1.05875887964966,2,-2.0523562660026
1284,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-1.614082407,-0.512135808855329,-0.233614405445494,1.06197469089275,1,-0.841292245720738
1284,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-1.614082407,-0.512135808855329,-0.233614405445494,1.06197469089275,0,-0.841292245720738
1284,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",-1.614082407,-0.512135808855329,-0.233614405445494,1.06197469089275,2,-0.841292245720738
1288,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",-0.945556888,0.813200220469782,-0.410764894171457,1.08705801858884,2,-1.28825994212691
1288,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",-0.945556888,0.813200220469782,-0.410764894171457,1.08705801858884,2,-1.28825994212691
1294,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.242605511,-0.438832773337957,-0.843582061881812,1.07700435745443,2,-0.841292245720738
1294,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.242605511,-0.438832773337957,-0.843582061881812,1.07700435745443,1,-0.841292245720738
1294,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.242605511,-0.438832773337957,-0.843582061881812,1.07700435745443,1,-0.841292245720738
1369,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",0.675750481,1.06828675505716,1.19842027589651,0.536608112623552,0,-0.0771959218450439
1369,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.675750481,1.06828675505716,1.19842027589651,0.536608112623552,0,-0.0771959218450439
1369,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",0.675750481,1.06828675505716,1.19842027589651,0.536608112623552,2,-0.0771959218450439
1369,"Aeshna_interrupta",0,"Aeshnidae","Aeshna","f","n",0.675750481,1.06828675505716,1.19842027589651,0.536608112623552,0,-0.0771959218450439
1369,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.675750481,1.06828675505716,1.19842027589651,0.536608112623552,1,-0.0771959218450439
1369,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.675750481,1.06828675505716,1.19842027589651,0.536608112623552,1,-0.0771959218450439
1370,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,1,0.0927333097559504
1370,"Anax_junius",1,"Aeshnidae","Anax","f","n",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,0,0.0927333097559504
1370,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,0,0.0927333097559504
1370,"Aeshna_palmata",0,"Aeshnidae","Aeshna","f","n",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,0,0.0927333097559504
1370,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,1,0.0927333097559504
1370,"Plathemis_lydia",0,"Libellulidae","Plathemis","p","y",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,2,0.0927333097559504
1370,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.697349755,1.47300913988872,1.91739582121449,0.0594792635720895,0,0.0927333097559504
1373,"Libellula_saturata",0,"Libellulidae","Libellula","p","y",1.281305157,1.00491064703567,0.570833652559794,0.709129191815692,1,-2.0523562660026
1374,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,0,0.590982716497501
1374,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,2,0.590982716497501
1374,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,1,0.590982716497501
1374,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,0,0.590982716497501
1374,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,1,0.590982716497501
1374,"Aeshna_juncea",0,"Aeshnidae","Aeshna","f","n",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,0,0.590982716497501
1374,"Aeshna_palmata",0,"Aeshnidae","Aeshna","f","n",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,0,0.590982716497501
1374,"Perithemis_tenera",0,"Libellulidae","Perithemis","p","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,1,0.590982716497501
1374,"Sympetrum_semicinctum",1,"Libellulidae","Sympetrum","p","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,1,0.590982716497501
1374,"Sympetrum_vicinum",0,"Libellulidae","Sympetrum","p","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,1,0.590982716497501
1374,"Pantala_hymenaea",0,"Libellulidae","Pantala","f","y",1.808505099,0.808822956044221,-0.712769179854113,0.952991576607275,2,0.590982716497501
1376,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.665831842,0.0957272669303857,-0.843582061881812,0.847071985002248,0,-1.28825994212691
1376,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",2.665831842,0.0957272669303857,-0.843582061881812,0.847071985002248,2,-1.28825994212691
1380,"Libellula_luctuosa",1,"Libellulidae","Libellula","p","y",1.491295844,0.26509668231447,-0.696609876653402,0.95573351816341,2,-0.278179544395473
1380,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",1.491295844,0.26509668231447,-0.696609876653402,0.95573351816341,1,-0.278179544395473
1380,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",1.491295844,0.26509668231447,-0.696609876653402,0.95573351816341,1,-0.278179544395473
1380,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",1.491295844,0.26509668231447,-0.696609876653402,0.95573351816341,0,-0.278179544395473
1380,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",1.491295844,0.26509668231447,-0.696609876653402,0.95573351816341,0,-0.278179544395473
1381,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.934652097,-0.0470405668469988,-0.72095258662207,0.920934740741972,1,-2.0523562660026
1382,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.6409229,0.328585640549456,0.244656096934954,0.896578847861063,1,-2.0523562660026
1383,"Pantala_hymenaea",1,"Libellulidae","Pantala","f","y",-0.159982576,-0.395403240681721,-0.487874389674181,0.916449422143535,2,-2.0523562660026
1387,"Boyeria_vinosa",0,"Aeshnidae","Boyeria","f","y",-2.350833664,0.471405704583681,-0.731178649743207,0.842129613858744,2,-2.0523562660026
1389,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",-0.193720514,-0.41768310156967,-0.639626545222745,0.895377169644659,0,-0.841292245720738
1389,"Epitheca_princeps",1,"Corduliidae","Epitheca","f","y",-0.193720514,-0.41768310156967,-0.639626545222745,0.895377169644659,2,-0.841292245720738
1389,"Basiaeschna_janata",1,"Aeshnidae","Basiaeschna","f","y",-0.193720514,-0.41768310156967,-0.639626545222745,0.895377169644659,2,-0.841292245720738
1394,"Sympetrum_vicinum",0,"Libellulidae","Sympetrum","p","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,1,0.93288447588639
1394,"Hagenius_brevistylus",0,"Gomphidae","Hagenius","f","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1394,"Epitheca_cynosura",1,"Corduliidae","Epitheca","p","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,2,0.93288447588639
1394,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1394,"Boyeria_vinosa",0,"Aeshnidae","Boyeria","f","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,2,0.93288447588639
1394,"Epitheca_princeps",0,"Corduliidae","Epitheca","f","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,2,0.93288447588639
1394,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1394,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1394,"Basiaeschna_janata",1,"Aeshnidae","Basiaeschna","f","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,2,0.93288447588639
1394,"Plathemis_lydia",1,"Libellulidae","Plathemis","p","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,2,0.93288447588639
1394,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,2,0.93288447588639
1394,"Macromia_illinoiensis",0,"Corduliidae","Macromia","f","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1394,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,1,0.93288447588639
1394,"Anax_junius",1,"Aeshnidae","Anax","f","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1394,"Cordulegaster_maculata",0,"Cordulegastridae","Cordulegaster","f","n",0.014547834,0.358933798893965,-0.35446748507985,1.26142431196027,0,0.93288447588639
1395,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.187930017,0.848889799382957,0.432418801310851,1.14910673215283,1,-1.28825994212691
1395,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",0.187930017,0.848889799382957,0.432418801310851,1.14910673215283,0,-1.28825994212691
1463,"Anax_junius",1,"Aeshnidae","Anax","f","n",-2.045692503,0.7712925678882,1.59217466977385,0.739070618088723,0,-1.28825994212691
1463,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",-2.045692503,0.7712925678882,1.59217466977385,0.739070618088723,0,-1.28825994212691
1464,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-1.044778879,1.25620823496371,2.35311287909575,0.986283724972756,1,-1.28825994212691
1464,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",-1.044778879,1.25620823496371,2.35311287909575,0.986283724972756,1,-1.28825994212691
1470,"Sympetrum_pallipes",1,"Libellulidae","Sympetrum","p","n",2.107682513,1.33076784044669,1.82769103817665,-0.0546999738422497,0,-0.0771959218450439
1470,"Aeshna_palmata",1,"Aeshnidae","Aeshna","f","n",2.107682513,1.33076784044669,1.82769103817665,-0.0546999738422497,0,-0.0771959218450439
1470,"Aeshna_interrupta",1,"Aeshnidae","Aeshna","f","n",2.107682513,1.33076784044669,1.82769103817665,-0.0546999738422497,0,-0.0771959218450439
1470,"Libellula_quadrimaculata",1,"Libellulidae","Libellula","p","y",2.107682513,1.33076784044669,1.82769103817665,-0.0546999738422497,2,-0.0771959218450439
1470,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",2.107682513,1.33076784044669,1.82769103817665,-0.0546999738422497,1,-0.0771959218450439
1470,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",2.107682513,1.33076784044669,1.82769103817665,-0.0546999738422497,0,-0.0771959218450439
1471,"Aeshna_palmata",0,"Aeshnidae","Aeshna","f","n",0.904446713,0.839994021040274,0.89817061697331,-0.0129615093925091,0,-2.0523562660026
1475,"Celithemis_eponina",0,"Libellulidae","Celithemis","p","y",2.132082324,0.61132435908877,-0.836097820784901,0.849221589449691,2,-2.0523562660026
1480,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",2.130078786,0.72950431147079,-0.130089366803626,0.861373843034484,1,-0.524163618251212
1480,"Celithemis_eponina",1,"Libellulidae","Celithemis","p","y",2.130078786,0.72950431147079,-0.130089366803626,0.861373843034484,2,-0.524163618251212
1480,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",2.130078786,0.72950431147079,-0.130089366803626,0.861373843034484,1,-0.524163618251212
1480,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",2.130078786,0.72950431147079,-0.130089366803626,0.861373843034484,0,-0.524163618251212
1483,"Stylogomphus_albistylus",0,"Gomphidae","Stylogomphus","p","n",1.023329152,0.958111065074914,-0.380902396434123,0.785954006813141,0,-2.0523562660026
1484,"Dromogomphus_spinosus",1,"Gomphidae","Dromogomphus","p","n",0.201995791,1.24719741058384,0.00020838381928479,0.758839542091342,0,-1.28825994212691
1484,"Epitheca_cynosura",0,"Corduliidae","Epitheca","p","y",0.201995791,1.24719741058384,0.00020838381928479,0.758839542091342,2,-1.28825994212691
1488,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-2.073285086,0.67176643411159,-0.547787722862382,0.720486368303487,0,-2.0523562660026
1492,"Libellula_incesta",1,"Libellulidae","Libellula","p","n",-0.681775309,-0.412785702097635,-0.843582061881812,0.622995715069436,0,-1.28825994212691
1492,"Boyeria_vinosa",1,"Aeshnidae","Boyeria","f","y",-0.681775309,-0.412785702097635,-0.843582061881812,0.622995715069436,2,-1.28825994212691
1493,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",-0.534585575,0.2745040533135,-0.843007605514728,0.789914630584699,1,-1.28825994212691
1493,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",-0.534585575,0.2745040533135,-0.843007605514728,0.789914630584699,0,-1.28825994212691
1495,"Didymops_transversa",1,"Corduliidae","Didymops","f","y",0.162118357,-0.300219146524046,-0.81853100970088,1.11989367498065,2,-2.0523562660026
1496,"Hagenius_brevistylus",0,"Gomphidae","Hagenius","f","n",0.207361991,0.519696184225554,-0.0982836877306438,1.1006662629468,0,-1.28825994212691
1496,"Perithemis_tenera",1,"Libellulidae","Perithemis","p","y",0.207361991,0.519696184225554,-0.0982836877306438,1.1006662629468,1,-1.28825994212691
1497,"Erythemis_simplicicollis",1,"Libellulidae","Erythemis","p","n",1.18299706,0.403634080468715,0.759888688253026,1.04546885298763,0,-2.0523562660026
1563,"Anax_junius",1,"Aeshnidae","Anax","f","n",-2.420734874,-0.585182583188046,-0.551435726391421,0.769265609489985,0,-1.28825994212691
1563,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",-2.420734874,-0.585182583188046,-0.551435726391421,0.769265609489985,0,-1.28825994212691
1564,"Pachydiplax_longipennis",1,"Libellulidae","Pachydiplax","p","y",-1.586097318,1.11452843817784,1.36420257616183,0.796244789648158,1,-0.0771959218450439
1564,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",-1.586097318,1.11452843817784,1.36420257616183,0.796244789648158,0,-0.0771959218450439
1564,"Plathemis_lydia",0,"Libellulidae","Plathemis","p","y",-1.586097318,1.11452843817784,1.36420257616183,0.796244789648158,2,-0.0771959218450439
1564,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",-1.586097318,1.11452843817784,1.36420257616183,0.796244789648158,1,-0.0771959218450439
1564,"Anax_junius",1,"Aeshnidae","Anax","f","n",-1.586097318,1.11452843817784,1.36420257616183,0.796244789648158,0,-0.0771959218450439
1564,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",-1.586097318,1.11452843817784,1.36420257616183,0.796244789648158,0,-0.0771959218450439
1565,"Rhionaeschna_multicolor",1,"Aeshnidae","Rhionaeschna","f","n",-1.641259051,1.24929739783195,1.90557169851005,0.98729948034274,0,-0.524163618251212
1565,"Sympetrum_corruptum",1,"Libellulidae","Sympetrum","p","n",-1.641259051,1.24929739783195,1.90557169851005,0.98729948034274,0,-0.524163618251212
1565,"Anax_junius",1,"Aeshnidae","Anax","f","n",-1.641259051,1.24929739783195,1.90557169851005,0.98729948034274,0,-0.524163618251212
1565,"Libellula_saturata",1,"Libellulidae","Libellula","p","y",-1.641259051,1.24929739783195,1.90557169851005,0.98729948034274,1,-0.524163618251212
